gene,gencodeID_transcript_MANE
CDIPT,ENST00000219789
CLEC4C,ENST00000360345
IGLL1,ENST00000330377
INSL6,ENST00000381641
TVP23A,ENST00000299866
NICN1,ENST00000273598
CHMP2B,ENST00000263780
NOL12,ENST00000359114
NDUFS7,ENST00000233627
ATP5PO,ENST00000290299
ZFAND5,ENST00000376962
STARD5,ENST00000302824
CDKN3,ENST00000335183
ROPN1B,ENST00000514116
KDELR2,ENST00000258739
MED20,ENST00000265350
RAB43,ENST00000315150
IL6,ENST00000258743
KDELR1,ENST00000330720
GOSR2,ENST00000640051
SCG5,ENST00000300175
PDCD10,ENST00000392750
RAB2A,ENST00000262646
PXMP4,ENST00000409299
RAB15,ENST00000533601
ROPN1,ENST00000405845
MRPL48,ENST00000310614
CINP,ENST00000216756
DTYMK,ENST00000305784
RAB17,ENST00000264601
LYG2,ENST00000333017
CLDN7,ENST00000360325
SPP2,ENST00000168148
SNAP23,ENST00000249647
BAK1,ENST00000374467
DUSP26,ENST00000256261
FKBP14,ENST00000222803
RPL13,ENST00000311528
GDNF,ENST00000326524
RHOF,ENST00000267205
NABP2,ENST00000267023
MAD2L2,ENST00000376692
CLXN,ENST00000262103
PITHD1,ENST00000246151
TAF11,ENST00000361288
RFESD,ENST00000380005
FXN,ENST00000484259
EMC8,ENST00000253457
ACTR3C,ENST00000683684
RGS17,ENST00000206262
POLR2E,ENST00000615234
AKIP1,ENST00000309377
BCL7A,ENST00000261822
TNNI3,ENST00000344887
GSTP1,ENST00000398606
RHOD,ENST00000308831
CD8B,ENST00000390655
SARNP,ENST00000336133
TSPAN31,ENST00000257910
ABHD14B,ENST00000361143
STXBP6,ENST00000323944
NDUFS8,ENST00000313468
DTD1,ENST00000377452
RGS1,ENST00000367459
HMGB2,ENST00000296503
METTL5,ENST00000260953
GMNN,ENST00000230056
PGPEP1,ENST00000269919
LIN28A,ENST00000326279
GPX8,ENST00000503787
COPS8,ENST00000354371
FGF21,ENST00000593756
AMTN,ENST00000339336
TM4SF19,ENST00000273695
TMEM52,ENST00000310991
GUCA1C,ENST00000261047
GLTP,ENST00000318348
RBPMS2,ENST00000300069
NKAIN4,ENST00000370316
MRAS,ENST00000423968
CDIP1,ENST00000567695
EMC9,ENST00000216799
MED18,ENST00000373842
TCEANC2,ENST00000234827
NKAIN2,ENST00000368417
CAPSL,ENST00000651391
CRIP2,ENST00000329146
CMTM4,ENST00000394106
IFT43,ENST00000314067
RAB6B,ENST00000285208
MBD3L3,ENST00000333843
ZFAND6,ENST00000261749
TMEM123,ENST00000398136
RAB6A,ENST00000336083
TMEM222,ENST00000374076
CCDC25,ENST00000356537
TM2D1,ENST00000606498
UBE2E3,ENST00000410062
SIKE1,ENST00000060969
AANAT,ENST00000392492
NAT9,ENST00000357814
RAB8B,ENST00000321437
ZNF487,ENST00000437590
VXN,ENST00000305454
NFYB,ENST00000240055
VEGFB,ENST00000309422
RAB7A,ENST00000265062
LIN7B,ENST00000221459
PPIF,ENST00000225174
CD3E,ENST00000361763
TIMP1,ENST00000218388
LYPD6B,ENST00000409642
TPD52,ENST00000518937
MGMT,ENST00000651593
RAB8A,ENST00000300935
SNAP25,ENST00000254976
BLVRB,ENST00000263368
TPD52L2,ENST00000346249
MXD3,ENST00000439742
TEX38,ENST00000334122
SOSTDC1,ENST00000307068
IL24,ENST00000294984
BTF3,ENST00000380591
RALB,ENST00000272519
MRPL22,ENST00000523037
FAM228A,ENST00000295150
RAB18,ENST00000356940
VCX,ENST00000688183
EBPL,ENST00000242827
ATP6V0B,ENST00000472174
GFER,ENST00000248114
ISOC2,ENST00000425675
MRPL21,ENST00000362034
IQCF1,ENST00000310914
SPRING1,ENST00000261318
EFNA1,ENST00000368407
STARD4,ENST00000296632
RGS4,ENST00000367909
SPATA24,ENST00000450845
CBLN3,ENST00000267406
SHLD1,ENST00000303142
MND1,ENST00000240488
PSMB3,ENST00000619426
DUSP22,ENST00000419235
LDLRAD1,ENST00000371360
PMF1,ENST00000368277
NTAQ1,ENST00000287387
MAD2L1,ENST00000296509
RHOQ,ENST00000238738
TVP23B,ENST00000307767
HSPB1,ENST00000248553
DRAP1,ENST00000312515
CRYBB2,ENST00000398215
PPP1R2,ENST00000618156
HEBP2,ENST00000607197
LTA,ENST00000418386
RAB1A,ENST00000409784
CD83,ENST00000379153
TPD52L1,ENST00000534000
BCL2L10,ENST00000260442
BMERB1,ENST00000300006
PPP1R1B,ENST00000254079
B9D1,ENST00000261499
VSTM2L,ENST00000373461
RPL15,ENST00000307839
ARHGDIA,ENST00000269321
PPCDC,ENST00000342932
THOC7,ENST00000295899
TNFAIP8L3,ENST00000637513
NABP1,ENST00000425611
NRSN2,ENST00000382285
METTL26,ENST00000301686
PYM1,ENST00000408946
ARL15,ENST00000504924
POLR3H,ENST00000355209
C3orf84,ENST00000545770
CRIP3,ENST00000372569
HDDC2,ENST00000398153
RERGL,ENST00000538724
RRAS2,ENST00000256196
RPS5,ENST00000196551
RAB30,ENST00000527633
RPL13A,ENST00000391857
DPCD,ENST00000370151
RAB29,ENST00000367139
MTHFS,ENST00000258874
RASL10A,ENST00000216101
RAB13,ENST00000368575
ARL6IP1,ENST00000304414
TMA16,ENST00000358572
TVP23C,ENST00000518321
HDGFL3,ENST00000299633
RAB24,ENST00000303251
GPX1,ENST00000419783
JOSD1,ENST00000683374
BCL7B,ENST00000223368
PTTG1,ENST00000352433
COMMD10,ENST00000274458
TM4SF1,ENST00000305366
CLEC3B,ENST00000296130
LIF,ENST00000249075
PRRG2,ENST00000246794
VMO1,ENST00000328739
ASF1B,ENST00000263382
IL17D,ENST00000682841
C20orf173,ENST00000444723
SLC66A3,ENST00000295083
TM4SF18,ENST00000296059
RAB35,ENST00000229340
EFNA4,ENST00000368409
UBE2E2,ENST00000396703
NCR3,ENST00000340027
ARHGDIB,ENST00000228945
NT5C,ENST00000245552
ARL4C,ENST00000339728
FAIM,ENST00000360570
FKBP11,ENST00000550765
RAB1B,ENST00000311481
PTPMT1,ENST00000326674
TAGLN,ENST00000392951
REX1BD,ENST00000358607
SNX10,ENST00000338523
SAMD12,ENST00000314727
GUCA1A,ENST00000372958
SDC2,ENST00000302190
CD300LB,ENST00000392621
PSMB2,ENST00000373237
TMED2,ENST00000262225
ARFRP1,ENST00000622789
RBP4,ENST00000371464
CTF1,ENST00000279804
DMAC2L,ENST00000557421
CCDC28B,ENST00000373602
LHFPL7,ENST00000640159
LHFPL6,ENST00000379589
CATSPERZ,ENST00000328404
MED29,ENST00000315588
ITGB1BP1,ENST00000355346
MS4A5,ENST00000300190
TSC22D3,ENST00000372383
MED22,ENST00000343730
COMMD7,ENST00000278980
HMGB3,ENST00000325307
LCN10,ENST00000497771
UBE2K,ENST00000261427
AP5S1,ENST00000615891
ZNRD2,ENST00000309328
TAGLN2,ENST00000368097
RERG,ENST00000256953
C1orf50,ENST00000372525
COMMD2,ENST00000473414
ICOS,ENST00000316386
CRADD,ENST00000332896
NMRK1,ENST00000361092
COMMD4,ENST00000267935
RAB7B,ENST00000617070
MAP6D1,ENST00000318631
C4orf33,ENST00000425929
TAGLN3,ENST00000478951
IL11,ENST00000264563
CD69,ENST00000228434
PRDX1,ENST00000319248
C1orf185,ENST00000371759
AURKAIP1,ENST00000338338
FAM219B,ENST00000357635
ANGPTL8,ENST00000252453
SRI,ENST00000265729
CDKN1B,ENST00000228872
PRDX2,ENST00000301522
SOCS2,ENST00000551556
FCF1,ENST00000341162
C1orf159,ENST00000421241
COMMD9,ENST00000263401
APOO,ENST00000379226
DNAJC5,ENST00000360864
AICDA,ENST00000229335
DENR,ENST00000280557
LBX2,ENST00000377566
LCN2,ENST00000277480
TNFAIP8,ENST00000504771
BCL2L11,ENST00000393256
DNAJC12,ENST00000225171
YKT6,ENST00000223369
LEUTX,ENST00000638280
ARMC7,ENST00000245543
TMEM9B,ENST00000534025
SAR1A,ENST00000373241
SAR1B,ENST00000402673
PRXL2B,ENST00000419916
VBP1,ENST00000286428
GPX4,ENST00000354171
AKAP14,ENST00000371431
CLEC3A,ENST00000299642
MYL4,ENST00000393450
HIKESHI,ENST00000278483
RBP1,ENST00000672186
CD164,ENST00000310786
TLE5,ENST00000327141
CRYBA2,ENST00000295728
SIGLECL1,ENST00000601727
LIN7C,ENST00000278193
SPC24,ENST00000592540
SIRPD,ENST00000381623
UBE2T,ENST00000646651
BORCS5,ENST00000314565
RPL19,ENST00000225430
MRPS18A,ENST00000372133
IFNL3,ENST00000413851
GINS1,ENST00000262460
MPV17L,ENST00000396385
SPRYD7,ENST00000361840
HSPB8,ENST00000281938
RER1,ENST00000605895
TEX261,ENST00000272438
CHMP1A,ENST00000397901
RBPMS,ENST00000397323
XG,ENST00000644266
NRSN1,ENST00000378491
SPACA7,ENST00000283550
CHP1,ENST00000334660
MYL3,ENST00000292327
LSM12,ENST00000293406
PXMP2,ENST00000317479
TMEM126A,ENST00000304511
CYBA,ENST00000261623
SELENOT,ENST00000471696
EXOSC1,ENST00000370902
PGRMC1,ENST00000217971
RD3,ENST00000680073
PYCARD,ENST00000247470
FAM168B,ENST00000389915
BID,ENST00000622694
NUDT16,ENST00000521288
TMEM134,ENST00000308022
RAB31,ENST00000578921
SSU72,ENST00000291386
CFAP107,ENST00000614859
CSRP3,ENST00000265968
DESI2,ENST00000302550
PRELID3B,ENST00000355937
BNIP3,ENST00000368636
AK1,ENST00000644144
ITPA,ENST00000380113
LKAAEAR1,ENST00000302096
TMEM212,ENST00000334567
RPS9,ENST00000302907
WASHC3,ENST00000240079
MRPS11,ENST00000325844
C20orf203,ENST00000608990
LYG1,ENST00000308528
IL18BP,ENST00000393703
C7orf50,ENST00000397098
MYL1,ENST00000352451
RPS7,ENST00000645674
FGF7,ENST00000267843
CD70,ENST00000245903
CBLN1,ENST00000219197
AP3S1,ENST00000316788
UBE2E1,ENST00000306627
RHOA,ENST00000418115
RHOC,ENST00000339083
BBC3,ENST00000439096
NCALD,ENST00000220931
SNX22,ENST00000325881
COA8,ENST00000409074
CITED1,ENST00000651998
CSRP2,ENST00000311083
CSRP1,ENST00000340006
IL18,ENST00000280357
HPCAL1,ENST00000307845
C2orf80,ENST00000341287
AP3S2,ENST00000336418
BCL2L2,ENST00000250405
RAC1,ENST00000348035
AKIRIN1,ENST00000432648
AMELY,ENST00000651267
RNF185,ENST00000326132
DMRTC1,ENST00000615063
LRRC51,ENST00000289488
DMRTC1B,ENST00000334036
SEC11C,ENST00000587834
MRPL11,ENST00000310999
ZCCHC10,ENST00000509437
INO80C,ENST00000334598
RPL9,ENST00000295955
NKIRAS1,ENST00000425478
RAC2,ENST00000249071
NANOS3,ENST00000339133
BAX,ENST00000345358
VSNL1,ENST00000295156
PDCD6,ENST00000264933
KCNMB1,ENST00000274629
NKIRAS2,ENST00000393885
ADAT2,ENST00000237283
CLEC2D,ENST00000290855
SFTPC,ENST00000679463
CDC42,ENST00000656825
MEAF6,ENST00000296214
HPCAL4,ENST00000372844
AMELX,ENST00000380714
CBX5,ENST00000209875
CIB1,ENST00000328649
DNAL1,ENST00000553645
NTPCR,ENST00000366628
C17orf107,ENST00000381365
JPT2,ENST00000248098
TMEM37,ENST00000306406
METTL23,ENST00000341249
MRPS23,ENST00000313608
CYGB,ENST00000293230
LZIC,ENST00000377223
NCS1,ENST00000372398
GPX2,ENST00000389614
APOBEC3C,ENST00000361441
RNF4,ENST00000314289
DCTN6,ENST00000221114
CT45A9,ENST00000620704
PARK7,ENST00000338639
CT45A7,ENST00000610598
CT45A6,ENST00000620654
MZB1,ENST00000302125
CT45A8,ENST00000611660
CT45A10,ENST00000682849
PRR29,ENST00000412177
CT45A2,ENST00000612907
HRAS,ENST00000311189
DAND5,ENST00000317060
HEBP1,ENST00000014930
SELENOS,ENST00000526049
DNAJC5G,ENST00000296097
KLRG1,ENST00000356986
APOD,ENST00000343267
CT45A3,ENST00000598716
TTC36,ENST00000302783
CAPS,ENST00000588776
CT45A1,ENST00000594565
REEP5,ENST00000379638
TMEM205,ENST00000354882
FAM89B,ENST00000530349
NDUFB5,ENST00000259037
TP53I11,ENST00000525680
MRPL35,ENST00000337109
TIMM23B,ENST00000651259
FBXO36,ENST00000283946
TMCO1,ENST00000367881
RWDD4,ENST00000326397
SSX4,ENST00000595689
RPL18,ENST00000549920
APOM,ENST00000375916
MRPL32,ENST00000223324
SSX2,ENST00000337502
SSX2B,ENST00000596480
SSX5,ENST00000347757
SSX3,ENST00000298396
NANOGNB,ENST00000382119
IL32,ENST00000525643
JOSD2,ENST00000598418
KRAS,ENST00000311936
PIGH,ENST00000216452
MOCS2,ENST00000396954
ARL6IP5,ENST00000273258
PRR3,ENST00000376560
CLEC5A,ENST00000546910
CDRT15,ENST00000420162
GGCT,ENST00000275428
SSX4B,ENST00000595235
CIB2,ENST00000258930
POMZP3,ENST00000310842
C2orf74,ENST00000432605
CIB3,ENST00000269878
TNNI1,ENST00000361379
MRPS28,ENST00000276585
CYBC1,ENST00000306645
NME4,ENST00000219479
TMEM272,ENST00000629372
DHFR,ENST00000439211
CDNF,ENST00000465530
CBFB,ENST00000412916
GVQW3,ENST00000529331
IDNK,ENST00000376419
BLOC1S5,ENST00000397457
TBPL1,ENST00000237264
IFT27,ENST00000433985
TRAT1,ENST00000295756
ARL8A,ENST00000272217
C1orf232,ENST00000634842
RANGRF,ENST00000226105
TEX36,ENST00000368821
FDX2,ENST00000393708
NDUFB8,ENST00000299166
DCTN3,ENST00000259632
NME6,ENST00000442597
VCX3A,ENST00000381089
ARL8B,ENST00000256496
FAM9B,ENST00000327220
ARL6,ENST00000463745
IFT22,ENST00000315322
NOPCHAP1,ENST00000552951
BOD1,ENST00000311086
MEA1,ENST00000244711
DUSP3,ENST00000226004
SSR3,ENST00000265044
ADM,ENST00000278175
FAM219A,ENST00000651358
CCDC32,ENST00000416810
CD99,ENST00000381192
CBX1,ENST00000225603
UBE2F,ENST00000272930
RABAC1,ENST00000222008
MSRB3,ENST00000308259
TDRP,ENST00000324079
CSN1S1,ENST00000246891
GKN1,ENST00000377938
HESX1,ENST00000295934
NSG1,ENST00000621129
ANAPC10,ENST00000507656
COPRS,ENST00000302362
TNFRSF17,ENST00000053243
DYNAP,ENST00000648945
RAP1A,ENST00000369709
RHOXF1,ENST00000217999
GNPNAT1,ENST00000216410
RAP1B,ENST00000250559
LRRC20,ENST00000446961
RPL17,ENST00000580261
BMF,ENST00000354670
GKN2,ENST00000328895
RAX2,ENST00000555633
NDUFAF3,ENST00000326925
ESM1,ENST00000381405
RHEB,ENST00000262187
NUP62CL,ENST00000372466
ARL2,ENST00000246747
JAGN1,ENST00000647897
FTH1,ENST00000273550
TMEM154,ENST00000304385
C11orf58,ENST00000228136
CXorf65,ENST00000374251
MFAP2,ENST00000375535
CBX3,ENST00000396386
APOBEC3H,ENST00000442487
C1orf105,ENST00000367727
TMEM9,ENST00000367330
TMEM52B,ENST00000543484
SAP30L,ENST00000297109
RHEBL1,ENST00000301068
EMC4,ENST00000267750
RAP2C,ENST00000370874
RAP2A,ENST00000245304
CARD19,ENST00000375464
MOBP,ENST00000684792
UBE2H,ENST00000355621
SAYSD1,ENST00000229903
TNFSF4,ENST00000281834
SSR2,ENST00000295702
CMTM3,ENST00000567572
PLLP,ENST00000219207
DCTN5,ENST00000300087
C1orf52,ENST00000471115
VPS29,ENST00000549578
CD3G,ENST00000532917
CRYGN,ENST00000337323
TNNI2,ENST00000381911
TRAPPC3L,ENST00000368602
RGS10,ENST00000369103
MCTS1,ENST00000371317
RGS5,ENST00000313961
ARF1,ENST00000272102
FGF12,ENST00000445105
ARF3,ENST00000256682
ARL1,ENST00000261636
NBL1,ENST00000375136
ABITRAM,ENST00000322940
ATF3,ENST00000341491
U2AF1L4,ENST00000378975
CALML6,ENST00000307786
LEMD1,ENST00000367153
CD160,ENST00000369288
ISG20,ENST00000306072
CTAG1B,ENST00000328435
STMN3,ENST00000370053
NUDT4,ENST00000415493
CTAG1A,ENST00000599837
IGF2,ENST00000416167
NIP7,ENST00000254940
BST2,ENST00000252593
GCG,ENST00000418842
ARF4,ENST00000303436
C1orf146,ENST00000370375
PAEP,ENST00000479141
APRT,ENST00000378364
PTTG1IP,ENST00000330938
CCDC115,ENST00000259229
TRAPPC3,ENST00000373166
CTAG2,ENST00000369585
FAAP20,ENST00000378546
CENPM,ENST00000215980
YAF2,ENST00000534854
NDUFB9,ENST00000276689
STMN2,ENST00000220876
IL22,ENST00000538666
HDDC3,ENST00000394272
ADI1,ENST00000327435
OPA3,ENST00000263275
DYNLT5,ENST00000282670
UBE2C,ENST00000356455
SEC11A,ENST00000268220
TCF21,ENST00000367882
KLRD1,ENST00000336164
CPSF4L,ENST00000344935
TMEM196,ENST00000405844
ARL5A,ENST00000295087
PCNP,ENST00000265260
NOP16,ENST00000614830
CRYGS,ENST00000307944
GCSAM,ENST00000308910
DNLZ,ENST00000371738
PRAF2,ENST00000553851
MED30,ENST00000297347
RPL11,ENST00000643754
NAA20,ENST00000334982
MRPL13,ENST00000306185
LNP1,ENST00000383693
DCTD,ENST00000438320
FXYD5,ENST00000392219
IL10,ENST00000423557
CAV1,ENST00000341049
PTHLH,ENST00000545234
ITGB3BP,ENST00000271002
COPZ1,ENST00000262061
DYDC1,ENST00000372202
ARL17A,ENST00000336125
PPIH,ENST00000304979
IL7,ENST00000263851
ARL17B,ENST00000450673
IL1RN,ENST00000409930
PLAC8L1,ENST00000311450
IL19,ENST00000659997
CNBP,ENST00000422453
PRELID2,ENST00000683046
DYDC2,ENST00000256039
UBALD1,ENST00000283474
DR1,ENST00000370272
PNOC,ENST00000301908
MAL2,ENST00000614891
TPPP3,ENST00000393957
DUSP28,ENST00000405954
TRIR,ENST00000242784
RPL18A,ENST00000222247
TMEM95,ENST00000576060
LCN1,ENST00000371781
VKORC1L1,ENST00000360768
TMEM97,ENST00000226230
VPS25,ENST00000253794
MDP1,ENST00000288087
MPV17,ENST00000380044
ADCYAP1,ENST00000450565
IL20,ENST00000367098
SH3BGR,ENST00000333634
TPRKB,ENST00000272424
AGR2,ENST00000419304
NDUFS4,ENST00000296684
REG3A,ENST00000305165
MYL7,ENST00000223364
B9D2,ENST00000243578
IMMP2L,ENST00000405709
FOXL2NB,ENST00000383165
CRYAB,ENST00000650687
SIVA1,ENST00000329967
CMTM7,ENST00000334983
REG3G,ENST00000272324
BCL2A1,ENST00000267953
RAMP2,ENST00000253796
CLEC2A,ENST00000455827
EEF1E1,ENST00000379715
CD164L2,ENST00000374030
CEP20,ENST00000255759
DNPH1,ENST00000230431
RBM8A,ENST00000583313
C17orf50,ENST00000605587
GET1,ENST00000649170
NMU,ENST00000264218
HES2,ENST00000377834
TMEM208,ENST00000304800
FAM180A,ENST00000338588
CRYAA,ENST00000291554
MRPS25,ENST00000253686
TMEM240,ENST00000378733
MYDGF,ENST00000262947
PTP4A1,ENST00000626021
LIM2,ENST00000596399
PTP4A3,ENST00000521578
MFAP5,ENST00000359478
SSR4,ENST00000370086
CMTM8,ENST00000307526
ARL16,ENST00000622299
GCSH,ENST00000315467
BCAS4,ENST00000371608
C17orf49,ENST00000439424
BLOC1S6,ENST00000220531
RHEX,ENST00000331555
AK6,ENST00000380822
EXOC1L,ENST00000636125
NDUFB10,ENST00000268668
POLR2G,ENST00000301788
PRELID3A,ENST00000440960
MYL12B,ENST00000237500
ZG16B,ENST00000382280
TXNDC12,ENST00000371626
LGALSL,ENST00000238875
TPT1,ENST00000530705
MYL9,ENST00000279022
VOPP1,ENST00000285279
MRAP,ENST00000303645
CACFD1,ENST00000316948
TMEM91,ENST00000392002
SMIM23,ENST00000523047
CD3D,ENST00000300692
KRBOX4,ENST00000344302
NSG2,ENST00000303177
PPP1R1A,ENST00000257905
TSEN15,ENST00000645668
SAT1,ENST00000379270
TTC9C,ENST00000316461
LYPD6,ENST00000334166
TSPO2,ENST00000373161
UBE2G1,ENST00000396981
MXRA7,ENST00000449428
PGF,ENST00000555567
DCTPP1,ENST00000319285
PPP3R1,ENST00000234310
OBP2A,ENST00000371776
HSPB7,ENST00000311890
TPPP2,ENST00000321760
ZNF576,ENST00000336564
NTS,ENST00000256010
VIP,ENST00000367244
OBP2B,ENST00000372034
HOATZ,ENST00000375618
NDUFAF2,ENST00000296597
NAA50,ENST00000240922
COX4I1,ENST00000253452
CFAP276,ENST00000369948
DDIT3,ENST00000346473
SNX24,ENST00000261369
SDHC,ENST00000367975
IL36G,ENST00000259205
NME3,ENST00000219302
TSPO,ENST00000337554
BAD,ENST00000309032
ATP5F1D,ENST00000215375
PTN,ENST00000348225
CCDC200,ENST00000636331
DAZAP2,ENST00000412716
CDKN2C,ENST00000371761
ARPC4,ENST00000397261
DTD2,ENST00000310850
PLAAT1,ENST00000264735
CETN3,ENST00000283122
CLDND2,ENST00000291715
SPATA19,ENST00000299140
GEMIN6,ENST00000281950
ZBTB8OS,ENST00000468695
GTSF1,ENST00000305879
ISCU,ENST00000311893
MOSMO,ENST00000542527
MRPS24,ENST00000317534
EMP2,ENST00000359543
PTP4A2,ENST00000647444
YBEY,ENST00000397701
AGR3,ENST00000310398
FAM163B,ENST00000673969
C2orf68,ENST00000306336
FAM9C,ENST00000380625
CFL1,ENST00000308162
TEX51,ENST00000568484
CDKN2D,ENST00000393599
TXN2,ENST00000216185
MRPL49,ENST00000279242
CFL2,ENST00000298159
CCDC12,ENST00000683445
MTRFR,ENST00000253233
MTFP1,ENST00000266263
SDHAF2,ENST00000301761
PRH2,ENST00000396400
MYL2,ENST00000228841
IMMP1L,ENST00000532287
LMO4,ENST00000370544
NKG7,ENST00000221978
DSTN,ENST00000246069
CHIC2,ENST00000263921
SELENOF,ENST00000331835
PLA2G10,ENST00000438167
EVA1B,ENST00000490466
RPL12,ENST00000361436
RPS10,ENST00000648437
TMEM128,ENST00000382753
UBE2G2,ENST00000345496
C20orf141,ENST00000603872
EIF1AD,ENST00000533544
LY6K,ENST00000292430
NRN1L,ENST00000339176
GADD45A,ENST00000370986
PPIA,ENST00000468812
ISG15,ENST00000649529
SRSF3,ENST00000373715
PLAAT4,ENST00000255688
CNRIP1,ENST00000263655
MAFF,ENST00000338483
CD247,ENST00000362089
RNASEH2C,ENST00000308418
CDKN1A,ENST00000244741
UBALD2,ENST00000327490
NUDT10,ENST00000356450
GLRX2,ENST00000367439
PIN1,ENST00000247970
ARL2BP,ENST00000219204
POP5,ENST00000357500
EFCAB11,ENST00000316738
JDP2,ENST00000651602
BCL2L15,ENST00000393316
CEP19,ENST00000409690
RSL24D1,ENST00000260443
VKORC1,ENST00000394975
SKP1,ENST00000353411
IL17F,ENST00000336123
EMP3,ENST00000270221
LCN6,ENST00000341206
RARRES2,ENST00000223271
MAFG,ENST00000357736
IL15,ENST00000320650
CAV2,ENST00000222693
PLAAT3,ENST00000415826
PDPN,ENST00000621990
SNX3,ENST00000230085
LY86,ENST00000230568
SNX12,ENST00000374274
C3orf18,ENST00000357203
TMEM138,ENST00000278826
EFCAB2,ENST00000366523
IL21,ENST00000648588
C2orf50,ENST00000381585
THY1,ENST00000284240
LY6H,ENST00000342752
MORN5,ENST00000373764
TAF12,ENST00000373824
LITAF,ENST00000622633
MRPL30,ENST00000338148
PPIL3,ENST00000392283
C8orf89,ENST00000624510
DBNDD2,ENST00000372710
LAMTOR1,ENST00000278671
LDAF1,ENST00000233047
ATP5PD,ENST00000301587
ALOX5AP,ENST00000380490
TGFA,ENST00000295400
CNIH2,ENST00000311445
TMEM220,ENST00000341871
C14orf180,ENST00000557649
SHISAL2B,ENST00000389074
AP1S2,ENST00000672987
TNNC2,ENST00000372555
GPSM3,ENST00000375040
MCRIP2,ENST00000307650
PTGES3,ENST00000262033
RPL21,ENST00000311549
MAX,ENST00000358664
GADD45B,ENST00000215631
LY96,ENST00000284818
HSPB6,ENST00000004982
CIAO2A,ENST00000300030
MPHOSPH6,ENST00000258169
ASAH2B,ENST00000647317
SFT2D2,ENST00000271375
PMP22,ENST00000312280
TMEM88,ENST00000301599
MRPL43,ENST00000318364
SPACA5,ENST00000376940
RPL29,ENST00000294189
JCHAIN,ENST00000254801
FAM174B,ENST00000327355
AGTRAP,ENST00000314340
TRAPPC6A,ENST00000585934
LRCOL1,ENST00000376608
GADD45G,ENST00000252506
RGS13,ENST00000391995
TMEM92,ENST00000507382
SNRPC,ENST00000244520
SDHD,ENST00000375549
TSLP,ENST00000344895
ACP1,ENST00000272065
DBNDD1,ENST00000002501
AP1S1,ENST00000337619
TRAPPC6B,ENST00000330149
REG4,ENST00000256585
OOSP2,ENST00000278855
FAM177B,ENST00000445590
UBE2I,ENST00000397514
BTF3L4,ENST00000313334
EOLA1,ENST00000393985
RPS11,ENST00000270625
BTG2,ENST00000290551
MZT2B,ENST00000281871
TMEM50B,ENST00000542230
EOLA2,ENST00000370406
C15orf61,ENST00000342683
UXT,ENST00000333119
NUDCD2,ENST00000302764
IL36B,ENST00000327407
RPL24,ENST00000394077
EMP1,ENST00000256951
UBL4A,ENST00000369660
YPEL3,ENST00000398841
C9orf85,ENST00000334731
CYREN,ENST00000393114
RBM3,ENST00000376759
PTGES3L,ENST00000591916
SYS1,ENST00000243918
MAFK,ENST00000343242
RPS27A,ENST00000272317
NCBP2,ENST00000321256
NXNL2,ENST00000375854
NUDT1,ENST00000356714
